Symbol,Name,Market Cap,Country,Sector,Industry
BFZ,BlackRock California Municipal Income Trust,0.0,United States,Finance,Finance Companies
BHK,Blackrock Core Bond Trust,0.0,United States,Finance,Finance Companies
JVSAR,JV SPAC Acquisition Corp. Right,0.0,China,,
HONDU,HCM II Acquisition Corp. Unit,0.0,United States,Finance,Blank Checks
HOND,HCM II Acquisition Corp. Class A Ordinary Shares,0.0,United States,,
HPS,John Hancock Preferred Income Fund III Preferred Income Fund III,0.0,United States,Finance,Investment Managers
HPI,John Hancock Preferred Income Fund Common Shares of Beneficial Interest,0.0,United States,Finance,Trusts Except Educational Religious and Charitable
DISTW,Distoken Acquisition Corporation Warrant,0.0,China,Finance,Blank Checks
NDP,Tortoise Energy Independence Fund Inc. Common Stock,0.0,United States,Finance,Finance/Investors Services
BFK,BlackRock Municipal Income Trust,0.0,United States,Finance,Finance Companies
BFAC,Battery Future Acquisition Corp. Class A Ordinary Shares,0.0,,Finance,Blank Checks
KIO,KKR Income Opportunities Fund Common Shares,0.0,United States,Finance,Investment Managers
NEWTG,NewtekOne Inc. 8.50% Fixed Rate Senior Notes due 2029,0.0,United States,,
HNW,Pioneer Diversified High Income Fund Inc.,0.0,United States,Finance,Finance/Investors Services
DNP,DNP Select Income Fund Inc. Common Stock,0.0,United States,Finance,Investment Managers
DMYY,dMY Squared Technology Group Inc. Class A Common Stock,0.0,,Finance,Blank Checks
DMO,Western Asset Mortgage Opportunity Fund Inc. Common Stock,0.0,United States,Finance,Trusts Except Educational Religious and Charitable
HEQ,John Hancock Hedged Equity & Income Fund Common Shares of Beneficial Interest,0.0,United States,Finance,Investment Managers
PAXS,PIMCO Access Income Fund Common Shares of Beneficial Interest,0.0,United States,Finance,Investment Managers
HIX,Western Asset High Income Fund II Inc. Common Stock,0.0,United States,Finance,Finance/Investors Services
HIO,Western Asset High Income Opportunity Fund Inc. Common Stock,0.0,United States,Finance,Finance/Investors Services
BCV,Bancroft Fund Ltd.,0.0,United States,Finance,Finance/Investors Services
USA,Liberty All-Star Equity Fund Common Stock,0.0,United States,Finance,Finance Companies
BEEP,Mobile Infrastructure Corporation Common Stock,0.0,,Finance,Blank Checks
NEA,Nuveen AMT-Free Quality Municipal Income Fund Common Shares of Beneficial Interest Par Value $.01,0.0,United States,Finance,Finance/Investors Services
BAYA,Bayview Acquisition Corp Ordinary Shares,0.0,United States,,
BBN,BlackRock Taxable Municipal Bond Trust Common Shares of Beneficial Interest,0.0,United States,Finance,Finance Companies
BEAGU,Bold Eagle Acquisition Corp. Units,0.0,United States,,
NCA,Nuveen California Municipal Value Fund,0.0,United States,Finance,Investment Managers
HLXB,Helix Acquisition Corp. II Class A Ordinary Shares,0.0,United States,,
DPG,Duff & Phelps Utility and Infrastructure Fund Inc.,0.0,United States,Finance,Trusts Except Educational Religious and Charitable
SDSTW,Stardust Power Inc. Warrant,0.0,United States,,
DSU,Blackrock Debt Strategies Fund Inc. Common Stock,0.0,United States,Finance,Finance Companies
HCVIU,Hennessy Capital Investment Corp. VI Unit,0.0,United States,Finance,Blank Checks
PCQ,PIMCO California Municipal Income Fund Common Stock,0.0,United States,Finance,Investment Managers
PCF,High Income Securities Fund Common Stock,0.0,United States,Finance,Trusts Except Educational Religious and Charitable
HGLB,Highland Global Allocation Fund Common Stock,0.0,,Finance,Trusts Except Educational Religious and Charitable
HFRO,Highland Opportunities and Income Fund Common Shares of Beneficial Interest,0.0,United States,Finance,Finance/Investors Services
DSM,BNY Mellon Strategic Municipal Bond Fund Inc. Common Stock,0.0,United States,Finance,Investment Managers
BLACW,Bellevue Life Sciences Acquisition Corp. Warrant,0.0,United States,Finance,Blank Checks
ZTR,Virtus Total Return Fund Inc.,0.0,United States,Finance,Investment Managers
DTSQU,DT Cloud Star Acquisition Corporation Units,0.0,United States,,
VBF,Invesco Bond Fund Common Stock,0.0,United States,Finance,Trusts Except Educational Religious and Charitable
VACHW,Voyager Acquisition Corp Warrants,0.0,United States,Finance,Blank Checks
VACHU,Voyager Acquisition Corp Unit,0.0,United States,,
VACH,Voyager Acquisition Corp Class A Ordinary Shares,0.0,United States,,
MBAVU,M3-Brigade Acquisition V Corp. Units,0.0,United States,Finance,Blank Checks
UTG,Reaves Utility Income Fund Common Shares of Beneficial Interest,0.0,United States,Finance,Investment Managers
UTF,Cohen & Steers Infrastructure Fund Inc Common Stock,0.0,United States,Finance,Finance Companies
CHARU,Charlton Aria Acquisition Corporation Units,0.0,United States,,
BAYAR,Bayview Acquisition Corp Right,0.0,United States,,
PDCC,Pearl Diver Credit Company Inc. Common Stock,0.0,,,
PCSC,Perceptive Capital Solutions Corp Class A Ordinary Shares,0.0,United States,,
NBXG,Neuberger Berman Next Generation Connectivity Fund Inc. Common Stock,0.0,United States,Finance,Trusts Except Educational Religious and Charitable
NBH,Neuberger Berman Municipal Fund Inc. Common Stock,0.0,United States,Finance,Finance/Investors Services
NBB,Nuveen Taxable Municipal Income Fund Common Shares of Beneficial Interest,0.0,United States,Finance,Finance Companies
NAZ,Nuveen Arizona Quality Municipal Income Fund Common Stock,0.0,United States,Finance,Finance/Investors Services
KVACW,Keen Vision Acquisition Corporation Warrant,0.0,United States,,
KVACU,Keen Vision Acquisition Corporation Units,0.0,United States,,
KVAC,Keen Vision Acquisition Corporation Ordinary Shares,0.0,United States,,
KTN,Structured Products Corp 8.205% CorTS 8.205% Corporate Backed Trust Securities (CorTS),0.0,United States,Finance,Finance: Consumer Services
KTH,Structures Products Cp 8% CorTS Issued by Peco Energy Cap Tr II Preferred Stock,0.0,United States,Finance,Finance: Consumer Services
BACQU,Bleichroeder Acquisition Corp. I Unit,0.0,United States,Finance,Blank Checks
GBBKW,Global Blockchain Acquisition Corp. Warrant,0.0,United States,Finance,Blank Checks
PCN,Pimco Corporate & Income Strategy Fund Common Stock,0.0,United States,Finance,Investment Managers
PCM,PCM Fund Inc. Common Stock,0.0,United States,Finance,Trusts Except Educational Religious and Charitable
PCK,Pimco California Municipal Income Fund II Common Shares of Beneficial Interest,0.0,United States,Finance,Trusts Except Educational Religious and Charitable
NAD,Nuveen Quality Municipal Income Fund Common Stock,0.0,United States,Finance,Investment Managers
NAC,Nuveen California Quality Municipal Income Fund,0.0,United States,Finance,Investment Managers
AAM,AA Mission Acquisition Corp. Class A Ordinary Shares,0.0,,,
CHARR,Charlton Aria Acquisition Corporation Rights,0.0,United States,,
CHAR,Charlton Aria Acquisition Corporation Class A Ordinary Shares,0.0,United States,,
LATGU,Chenghe Acquisition I Co. Unit,0.0,Mexico,Finance,Blank Checks
VCICW,Vine Hill Capital Investment Corp. Warrant,0.0,United States,Finance,Blank Checks
VCICU,Vine Hill Capital Investment Corp. Unit,0.0,United States,,
VCIC,Vine Hill Capital Investment Corp. Class A Ordinary Shares,0.0,United States,,
DTSQR,DT Cloud Star Acquisition Corporation Right,0.0,United States,,
DTSQ,DT Cloud Star Acquisition Corporation Ordinary Shares,0.0,United States,,
CGO,Calamos Global Total Return Fund Common Stock,0.0,United States,Finance,Investment Managers
SCD,LMP Capital and Income Fund Inc. Common Stock,0.0,United States,Finance,Trusts Except Educational Religious and Charitable
DXYZ,Destiny Tech100 Inc. Common Stock,0.0,,,
GUTS,Fractyl Health Inc. Common Stock,0.0,United States,,
GUG,Guggenheim Active Allocation Fund Common Shares of Beneficial Interest,0.0,United States,Finance,Trusts Except Educational Religious and Charitable
HAIA,Healthcare AI Acquisition Corp. Class A Ordinary Shares,0.0,Cayman Islands,Finance,Blank Checks
HAFN,Hafnia Limited Common Shares,0.0,,Consumer Discretionary,Transportation Services
EAD,Allspring Income Opportunities Fund Common Shares,0.0,United States,Finance,Finance/Investors Services
DYNXU,Dynamix Corporation Unit,0.0,United States,,
DYCQR,DT Cloud Acquisition Corporation Right,0.0,United Kingdom,,
DYCQ,DT Cloud Acquisition Corporation Ordinary Shares,0.0,United Kingdom,,
SBXD,SilverBox Corp IV Class A Ordinary Shares,0.0,,,
SBI,Western Asset Intermediate Muni Fund Inc Common Stock,0.0,United States,Finance,Finance/Investors Services
ACP,abrdn Income Credit Strategies Fund Common Shares,0.0,United States,Finance,Investment Managers
EDD,Morgan Stanley Emerging Markets Domestic Debt Fund Inc. Common Stock,0.0,United States,Finance,Finance Companies
MYN,Blackrock MuniYield New York Quality Fund Inc.Common Stock,0.0,United States,Finance,Finance Companies
VFL,abrdn National Municipal Income Fund Common Stock,0.0,United States,Finance,Finance/Investors Services
MGRE,Affiliated Managers Group Inc. 6.750% Junior Subordinated Notes due 2064,0.0,United States,,
AWP,abrdn Global Premier Properties Fund Common Shares of Beneficial Interest,0.0,United States,Finance,Trusts Except Educational Religious and Charitable
AWF,Alliancebernstein Global High Income Fund,0.0,United States,Finance,Trusts Except Educational Religious and Charitable
MEGI,NYLI CBRE Global Infrastructure Megatrends Term Fund Common Shares,0.0,United States,Finance,Investment Managers
LDP,Cohen & Steers Limited Duration Preferred and Income Fund Inc.,0.0,United States,Finance,Finance Companies
VGI,Virtus Global Multi-Sector Income Fund Common Shares of Beneficial Interest,0.0,United States,Finance,Investment Managers
CHN,China Fund Inc. (The) Common Stock,0.0,United States,Finance,Investment Managers
AVK,Advent Convertible and Income Fund,0.0,United States,Finance,Trusts Except Educational Religious and Charitable
CHI,Calamos Convertible Opportunities and Income Fund Common Stock,0.0,United States,Finance,Investment Managers
SWZ,Swiss Helvetia Fund Inc. (The) Common Stock,0.0,United States,Finance,Finance Companies
CICB,CION Investment Corporation 7.50% Notes due 2029,0.0,United States,Finance,Finance/Investors Services
GSRTU,GSR III Acquisition Corp. Unit,0.0,United States,,
IPXXW,Inflection Point Acquisition Corp. II Warrant,0.0,United States,Finance,Blank Checks
PDT,John Hancock Premium Dividend Fund,0.0,United States,Finance,Finance Companies
IPXXU,Inflection Point Acquisition Corp. II Unit,0.0,United States,Finance,Blank Checks
IPXX,Inflection Point Acquisition Corp. II Class A Ordinary Share,0.0,United States,Finance,Blank Checks
ECO,Okeanis Eco Tankers Corp. Common Stock,0.0,,Consumer Discretionary,Marine Transportation
ECF,Ellsworth Growth and Income Fund Ltd.,0.0,United States,Finance,Finance/Investors Services
CFFSW,CF Acquisition Corp. VII Warrant,0.0,United States,Finance,Blank Checks
HAIAW,Healthcare AI Acquisition Corp. Warrants,0.0,Cayman Islands,Finance,Blank Checks
SABA,Saba Capital Income & Opportunities Fund II Shares of Beneficial Interest,0.0,United States,,
EIM,Eaton Vance Municipal Bond Fund Common Shares of Beneficial Interest $.01 par value,0.0,United States,Finance,Finance/Investors Services
EIIA,Eagle Point Institutional Income Fund 8.125% Series A Term Preferred Shares Due 2029,0.0,,,
EICC,Eagle Point Income Company Inc. 8.00% Series C Term Preferred Stock due 2029,0.0,,,
EICB,Eagle Point Income Company Inc. 7.75% Series B Term Preferred Stock Due 2028,0.0,,,
PFD,Flaherty & Crumrine Preferred and Income Fund Incorporated,0.0,United States,Finance,Investment Managers
ATMCR,AlphaTime Acquisition Corp Right,0.0,United States,Finance,Blank Checks
ATMC,AlphaTime Acquisition Corp Ordinary Shares,0.0,United States,Finance,Blank Checks
MXF,Mexico Fund Inc. (The) Common Stock,0.0,United States,Finance,Trusts Except Educational Religious and Charitable
MXE,Mexico Equity and Income Fund Inc. (The) Common Stock,0.0,United States,Finance,Finance Companies
CHEB,Chenghe Acquisition II Co. Class A Ordinary Shares,0.0,,,
SVIIW,Spring Valley Acquisition Corp. II Warrant,0.0,United States,Finance,Blank Checks
CEE,The Central and Eastern Europe Fund Inc. (The) Common Stock,0.0,United States,Finance,Finance Companies
EEA,The European Equity Fund Inc. Common Stock,0.0,United States,Finance,Trusts Except Educational Religious and Charitable
EDF,Virtus Stone Harbor Emerging Markets Income Fund Common Shares of Beneficial Interest,0.0,United States,Finance,Investment Managers
EGF,Blackrock Enhanced Government Fund Inc. Common Stock,0.0,United States,Finance,Trusts Except Educational Religious and Charitable
ELPW,Elong Power Holding Limited Class A Ordinary Shares,0.0,China,,
LGI,Lazard Global Total Return and Income Fund Common Stock,0.0,United States,,
TBMCR,Trailblazer Merger Corporation I Rights,0.0,United States,Finance,Blank Checks
CFFS,CF Acquisition Corp. VII Class A Common Stock,0.0,United States,Finance,Blank Checks
ATEK,Athena Technology Acquisition Corp. II Class A Common Stock,0.0,,Finance,Blank Checks
VMCAW,Valuence Merger Corp. I Warrant,0.0,United States,Finance,Blank Checks
VMCA,Valuence Merger Corp. I Class A Ordinary Shares,0.0,United States,Finance,Blank Checks
NVG,Nuveen AMT-Free Municipal Credit Income Fund ,0.0,United States,Finance,Investment Managers
VLYPN,Valley National Bancorp 8.250% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock Series C,0.0,United States,,
VLT,Invesco High Income Trust II,0.0,United States,Finance,Trusts Except Educational Religious and Charitable
NVAWW,Nova Minerals Limited Warrant,0.0,Australia,,
NVACW,NorthView Acquisition Corporation Warrant,0.0,United States,Health Care,Medical/Dental Instruments
ATMVR,AlphaVest Acquisition Corp Right.,0.0,United States,Finance,Blank Checks
ATMCW,AlphaTime Acquisition Corp Warrant,0.0,United States,Finance,Blank Checks
EFR,Eaton Vance Senior Floating-Rate Fund Common Shares of Beneficial Interest,0.0,United States,Finance,Trusts Except Educational Religious and Charitable
NVACR,NorthView Acquisition Corporation Rights,0.0,United States,Health Care,Medical/Dental Instruments
PFTA,Perception Capital Corp. III Class A Ordinary Share,0.0,United States,Finance,Blank Checks
PFO,Flaherty & Crumrine Preferred and Income Opportunity Fund Incorporated,0.0,United States,Finance,Finance Companies
PFN,PIMCO Income Strategy Fund II,0.0,United States,Finance,Finance/Investors Services
PFL,PIMCO Income Strategy Fund Shares of Beneficial Interest,0.0,United States,Finance,Finance Companies
SVII,Spring Valley Acquisition Corp. II Class A Ordinary Shares,0.0,United States,Finance,Blank Checks
EMF,Templeton Emerging Markets Fund Common Stock,0.0,United States,Finance,Finance/Investors Services
EMD,Western Asset Emerging Markets Debt Fund Inc Common Stock,0.0,United States,Finance,Finance/Investors Services
EMCGW,Embrace Change Acquisition Corp Warrants,0.0,United States,Finance,Blank Checks
EMCGR,Embrace Change Acquisition Corp Rights,0.0,United States,Finance,Blank Checks
EMCG,Embrace Change Acquisition Corp Ordinary Shares,0.0,United States,Finance,Blank Checks
CIMO,Chimera Investment Corporation 9.250% Senior Notes due 2029,0.0,United States,Real Estate,Real Estate Investment Trusts
CIK,Credit Suisse Asset Management Income Fund Inc. Common Stock,0.0,United States,Finance,Finance/Investors Services
LEGT,Legato Merger Corp. III Ordinary Shares,0.0,,,
CIF,MFS Intermediate High Income Fund Common Stock,0.0,United States,Finance,Trusts Except Educational Religious and Charitable
PEO,Adams Natural Resources Fund Inc. Common Stock,0.0,United States,Finance,Finance/Investors Services
EHI,Western Asset Global High Income Fund Inc Common Stock,0.0,United States,Finance,Investment Managers
PHK,Pimco High Income Fund,0.0,United States,Finance,Finance/Investors Services
CLBR,Colombier Acquisition Corp. II Class A Ordinary Shares,0.0,,,
PHD,Pioneer Floating Rate Fund Inc.,0.0,United States,Finance,Investment Managers
NTWOU,Newbury Street II Acquisition Corp Unit,0.0,United States,,
ASGI,abrdn Global Infrastructure Income Fund Common Shares of Beneficial Interest,0.0,United States,Finance,Investment Managers
ASG,Liberty All-Star Growth Fund Inc.,0.0,United States,Finance,Investment Managers
ISD,PGIM High Yield Bond Fund Inc.,0.0,United States,Finance,Trusts Except Educational Religious and Charitable
ASPCU,A SPAC III Acquisition Corp. Unit,0.0,China,Finance,Blank Checks
EMO,ClearBridge Energy Midstream Opportunity Fund Inc. Common Stock,0.0,United States,Finance,Investment Managers
EOD,Allspring Global Dividend Opportunity Fund Common Shares of Beneficial Interest,0.0,United States,Finance,Investment Managers
ENX,Eaton Vance New York Municipal Bond Fund Common Shares of Beneficial Interest $.01 par value,0.0,United States,Finance,Finance/Investors Services
IROHW,Iron Horse Acquisitions Corp. Warrant,0.0,United States,,
GPATW,GP-Act III Acquisition Corp. Warrants,0.0,United States,,
PGZ,Principal Real Estate Income Fund Common Shares of Beneficial Interest,0.0,,Finance,Investment Managers
PFTAW,Perception Capital Corp. III Warrant,0.0,United States,Finance,Blank Checks
PFTAU,Perception Capital Corp. III Unit,0.0,United States,Finance,Blank Checks
ERC,Allspring Multi-Sector Income Fund Common Stock,0.0,United States,Finance,Finance/Investors Services
EQV,EQV Ventures Acquisition Corp. Class A Ordinary Shares,0.0,,,
IROHR,Iron Horse Acquisitions Corp. Right,0.0,United States,,
CHY,Calamos Convertible and High Income Fund Common Stock,0.0,United States,Finance,Investment Managers
CHW,Calamos Global Dynamic Income Fund Common Stock,0.0,United States,Finance,Investment Managers
CCIX,Churchill Capital Corp IX Ordinary Shares,0.0,United States,,
CCIRU,Cohen Circle Acquisition Corp. I Unit,0.0,United States,Finance,Blank Checks
CCIF,Carlyle Credit Income Fund Shares of Beneficial Interest,0.0,,Finance,Finance/Investors Services
CCIA,Carlyle Credit Income Fund 8.75% Series A Preferred Shares due 2028,0.0,,,
TDF,Templeton Dragon Fund Inc. Common Stock,0.0,United States,Finance,Finance/Investors Services
PGP,Pimco Global StocksPlus & Income Fund Common Shares of Beneficial Interest,0.0,United States,Finance,Finance Companies
GRF,Eagle Capital Growth Fund Inc. Common Stock,0.0,United States,Finance,Finance/Investors Services
RR,Richtech Robotics Inc. Class B Common Stock,0.0,United States,Industrials,Industrial Machinery/Components
EOS,Eaton Vance Enhance Equity Income Fund II Common Stock,0.0,,Finance,Trusts Except Educational Religious and Charitable
EOI,Eaton Vance Enhance Equity Income Fund Eaton Vance Enhanced Equity Income Fund Shares of Beneficial Interest,0.0,United States,Finance,Finance/Investors Services
PHT,Pioneer High Income Fund Inc.,0.0,United States,Finance,Investment Managers
ETJ,Eaton Vance Risk-Managed Diversified Equity Income Fund Common Shares of Beneficial Interest,0.0,United States,Finance,Finance Companies
NUW,Nuveen AMT-Free Municipal Value Fund,0.0,United States,Finance,Investment Managers
MSSAW,Metal Sky Star Acquisition Corporation Warrant,0.0,United States,Finance,Blank Checks
MSSAU,Metal Sky Star Acquisition Corporation Unit,0.0,United States,Finance,Blank Checks
MSSAR,Metal Sky Star Acquisition Corporation Right,0.0,United States,Finance,Blank Checks
MSSA,Metal Sky Star Acquisition Corporation Ordinary shares,0.0,United States,Finance,Blank Checks
AQU,Aquaron Acquisition Corp. Common Stock,0.0,United States,Finance,Blank Checks
NUV,Nuveen Municipal Value Fund Inc. Common Stock,0.0,United States,Finance,Trusts Except Educational Religious and Charitable
NXJ,Nuveen New Jersey Qualified Municipal Fund ,0.0,United States,Finance,Finance/Investors Services
GPATU,GP-Act III Acquisition Corp. Units,0.0,United States,,
GPAT,GP-Act III Acquisition Corp. Class A Ordinary Share,0.0,United States,,
INSI,Insight Select Income Fund,0.0,United States,Finance,Investment Managers
GRAF,Graf Global Corp. Class A ordinary shares,0.0,,,
ROCLW,Roth CH Acquisition V Co. Warrant,0.0,United States,Finance,Blank Checks
ROCLU,Roth CH Acquisition V Co. Unit,0.0,United States,Finance,Blank Checks
ROCL,Roth CH Acquisition V Co. Common Stock,0.0,United States,Finance,Blank Checks
CITEW,Cartica Acquisition Corp Warrant,0.0,United States,Finance,Blank Checks
RLTY,Cohen & Steers Real Estate Opportunities and Income Fund Common Shares of Beneficial Interest,0.0,,Finance,Investment Managers
EVG,Eaton Vance Short Diversified Income Fund Eaton Vance Short Duration Diversified Income Fund Common Shares of Beneficial Interest,0.0,United States,Finance,Investment Managers
EVE,EVe Mobility Acquisition Corp Class A Ordinary Shares,0.0,,Finance,Blank Checks
GLQ,Clough Global Equity Fund Clough Global Equity Fund Common Shares of Beneficial Interest,0.0,United States,Finance,Finance/Investors Services
PLMJW,Plum Acquisition Corp. III Warrant,0.0,United States,,
CITE,Cartica Acquisition Corp Class A Ordinary Shares,0.0,United States,Finance,Blank Checks
APXI,APx Acquisition Corp. I Class A Ordinary Share,0.0,Mexico,Finance,Blank Checks
VVR,Invesco Senior Income Trust Common Stock (DE),0.0,United States,Finance,Trusts Except Educational Religious and Charitable
SVIIR,Spring Valley Acquisition Corp. II Rights,0.0,United States,,
STK,Columbia Seligman Premium Technology Growth Fund Inc,0.0,United States,Finance,Investment Managers
ERH,Allspring Utilities and High Income Fund Common Shares,0.0,,Finance,Finance/Investors Services
OAKUU,Oak Woods Acquisition Corporation Unit,0.0,Canada,Finance,Blank Checks
ESHAR,ESH Acquisition Corp. Right,0.0,United States,Finance,Blank Checks
ESHA,ESH Acquisition Corp. Class A Common Stock,0.0,United States,Finance,Blank Checks
ETY,Eaton Vance Tax-Managed Diversified Equity Income Fund Common Shares of Beneficial Interest,0.0,United States,Finance,Finance Companies
EURK,Eureka Acquisition Corp Class A Ordinary Share,0.0,United States,,
OAKUR,Oak Woods Acquisition Corporation Right,0.0,Canada,Finance,Blank Checks
RIV,RiverNorth Opportunities Fund Inc. Common Stock,0.0,United States,Finance,Finance Companies
EVM,Eaton Vance California Municipal Bond Fund Common Shares of Beneficial Interest $.01 par value,0.0,United States,Finance,Finance/Investors Services
OAKU,Oak Woods Acquisition Corporation Class A Ordinary Shares,0.0,Canada,Finance,Blank Checks
MSDL,Morgan Stanley Direct Lending Fund Common Stock,0.0,United States,,
MSD,Morgan Stanley Emerging Markets Debt Fund Inc. Common Stock,0.0,United States,Finance,Trusts Except Educational Religious and Charitable
OACCU,Oaktree Acquisition Corp. III Life Sciences Unit,0.0,United States,Finance,Blank Checks
NZF,Nuveen Municipal Credit Income Fund ,0.0,United States,Finance,Finance Companies
WAVSW,Western Acquisition Ventures Corp. Warrant,0.0,United States,Technology,EDP Services
WAVS,Western Acquisition Ventures Corp. Common Stock,0.0,United States,Technology,EDP Services
GOF,Guggenheim Strategic Opportunities Fund Common Shares of Beneficial Interest,0.0,United States,Finance,Finance/Investors Services
NTG,Tortoise Midstream Energy Fund Inc. Common Stock,0.0,,Finance,Finance Companies
GODNR,Golden Star Acquisition Corporation Rights,0.0,United States,Finance,Blank Checks
GODN,Golden Star Acquisition Corporation Ordinary Shares,0.0,United States,Finance,Blank Checks
ETG,Eaton Vance Tax-Advantaged Global Dividend Income Fund Common Shares of Beneficial Interest,0.0,United States,Finance,Investment Managers
EVV,Eaton Vance Limited Duration Income Fund Common Shares of Beneficial Interest,0.0,United States,Finance,Finance/Investors Services
EVT,Eaton Vance Tax Advantaged Dividend Income Fund Common Shares of Beneficial Interest,0.0,United States,Finance,Finance Companies
ISRLW,Israel Acquisitions Corp Warrant,0.0,United States,Finance,Blank Checks
EXG,Eaton Vance Tax-Managed Global Diversified Equity Income Fund Common Shares of Beneficial Interest,0.0,United States,Finance,Finance Companies
GLLI,Globalink Investment Inc. Common Stock,0.0,United States,Industrials,Consumer Electronics/Appliances
ANSCW,Agriculture & Natural Solutions Acquisition Corporation Warrant,0.0,United States,,
ANSCU,Agriculture & Natural Solutions Acquisition Corporation Unit,0.0,United States,,
ANSC,Agriculture & Natural Solutions Acquisition Corporation Class A Ordinary Shares,0.0,United States,,
ISRLU,Israel Acquisitions Corp Unit,0.0,United States,Finance,Blank Checks
AOMN,Angel Oak Mortgage REIT Inc. 9.500% Senior Notes due 2029,0.0,United States,Finance,Real Estate
AOD,abrdn Total Dynamic Dividend Fund Common Shares of Beneficial Interest,0.0,United States,Finance,Investment Managers
PLMJ,Plum Acquisition Corp. III Class A Ordinary Shares,0.0,United States,,
PLAO,Patria Latin American Opportunity Acquisition Corp. Class A Ordinary Shares,0.0,Cayman Islands,Finance,Blank Checks
ISRL,Israel Acquisitions Corp Class A Ordinary Shares,0.0,United States,Finance,Blank Checks
EURKU,Eureka Acquisition Corp Unit,0.0,United States,,
EURKR,Eureka Acquisition Corp Right,0.0,United States,,
TETEW,Technology & Telecommunication Acquisition Corporation Warrant,0.0,Malaysia,Finance,Blank Checks
FACTU,FACT II Acquisition Corp. Unit,0.0,United States,Finance,Blank Checks
TETE,Technology & Telecommunication Acquisition Corporation Class A Ordinary Shares,0.0,Malaysia,Finance,Blank Checks
PMX,PIMCO Municipal Income Fund III Common Shares of Beneficial Interest,0.0,United States,Finance,Trusts Except Educational Religious and Charitable
LPBBU,Launch Two Acquisition Corp. Unit,0.0,United States,Finance,Blank Checks
LPBB,Launch Two Acquisition Corp. Class A Ordinary Shares,0.0,United States,,
LPAAW,Launch One Acquisition Corp. Warrant,0.0,United States,Finance,Blank Checks
LPAAU,Launch One Acquisition Corp. Unit,0.0,United States,Finance,Blank Checks
LPAA,Launch One Acquisition Corp. Class A Ordinary shares,0.0,United States,,
WEL,Integrated Wellness Acquisition Corp Class A Ordinary Shares,0.0,,Finance,Blank Checks
WEA,Western Asset Bond Fund Share of Beneficial Interest,0.0,United States,Finance,Trusts Except Educational Religious and Charitable
WDI,Western Asset Diversified Income Fund Common Shares of Beneficial Interest,0.0,United States,Finance,Trusts Except Educational Religious and Charitable
EVGRW,Evergreen Corporation Warrant,0.0,Malaysia,Finance,Blank Checks
EVGRU,Evergreen Corporation Unit,0.0,Malaysia,Finance,Blank Checks
EVGR,Evergreen Corporation Class A Ordinary Share,0.0,Malaysia,Finance,Blank Checks
TEI,Templeton Emerging Markets Income Fund Inc. Common Stock,0.0,United States,Finance,Finance Companies
PMF,PIMCO Municipal Income Fund Common Stock,0.0,United States,Finance,Finance/Investors Services
GLO,Clough Global Opportunities Fund Common Stock,0.0,United States,Finance,Finance/Investors Services
CCIXW,Churchill Capital Corp IX Warrant,0.0,United States,,
GLLIW,Globalink Investment Inc. Warrants,0.0,United States,Industrials,Consumer Electronics/Appliances
GLLIR,Globalink Investment Inc. Rights,0.0,United States,,
FAX,abrdn Asia-Pacific Income Fund Inc. Common Stock,0.0,United States,Finance,Investment Managers
RFAIU,RF Acquisition Corp II Unit,0.0,Singapore,Finance,Blank Checks
RFAIR,RF Acquisition Corp II Right,0.0,Singapore,Finance,Blank Checks
RFAI,RF Acquisition Corp II Ordinary Shares,0.0,Singapore,,
RFACW,RF Acquisition Corp. Warrants,0.0,Singapore,Finance,Blank Checks
CCIXU,Churchill Capital Corp IX Unit,0.0,United States,,
INAQ,Insight Acquisition Corp. Class A Common Stock,0.0,United States,Finance,Blank Checks
LOT,Lotus Technology Inc. American Depositary Shares,0.0,China,,
GLSTW,Global Star Acquisition Inc. Warrants,0.0,United States,Industrials,Consumer Electronics/Appliances
GLSTR,Global Star Acquisition Inc. Right,0.0,United States,,
GLST,Global Star Acquisition Inc. Class A Common Stock,0.0,United States,Industrials,Consumer Electronics/Appliances
ALSA,Alpha Star Acquisition Corporation Ordinary Shares,0.0,United States,Finance,Blank Checks
LPBBW,Launch Two Acquisition Corp. Warrant,0.0,United States,,
MPA,Blackrock MuniYield Pennsylvania Quality Fund Common Stock,0.0,United States,Finance,Finance Companies
WIW,Western Asset Inflation-Linked Opportunities & Income Fund,0.0,United States,Finance,Finance Companies
WINVW,WinVest Acquisition Corp. Warrant,0.0,United States,Finance,Blank Checks
WIA,Western Asset Inflation-Linked Income Fund,0.0,United States,Finance,Trusts Except Educational Religious and Charitable
RFAC,RF Acquisition Corp. Class A Common Stock,0.0,Singapore,Finance,Blank Checks
IIF,Morgan Stanley India Investment Fund Inc. Common Stock,0.0,United States,Finance,Trusts Except Educational Religious and Charitable
FCT,First Trust Senior Floating Rate Income Fund II Common Shares of Beneficial Interest,0.0,United States,Finance,Finance Companies
FCO,abrdn Global Income Fund Inc. Common Stock,0.0,United States,Finance,Investment Managers
RENEW,Cartesian Growth Corporation II Warrant,0.0,United States,Finance,Blank Checks
RENE,Cartesian Growth Corporation II Class A Ordinary Shares,0.0,United States,Finance,Blank Checks
CAPN,Cayson Acquisition Corp Ordinary shares,0.0,United States,,
GHIX,Gores Holdings IX Inc. Class A Common Stock,0.0,United States,Finance,Blank Checks
